Quelle;Kategorie;Eingabe_Rohbegriff;Zielbegriff_Normalisiert
mappings_LR.py;WUNDGRUND_GT_MAPPING;fleischige Wunde mit Taschenbildung nach Feststellung der Ausdehnung;Granulation, Taschenbildung
mappings_LR.py;WUNDGRUND_GT_MAPPING;gerötet, stark geschädigt, teilweise nekrotisch belegt;Rötung, Nekrose, Belag
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Ausgedehnte gelblich-fibrinöse Beläge mit schwarz-braunen Nekrosen, dazwischen rötliche granulierende Areale; feucht-glänzend.";Fibrinbelag, Nekrose, Rötung, Granulation
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Ausgedehnte schwarz-braune Nekrose/Eschar mit feucht-glänzender Oberfläche, teils fibrinös belegt; keine Granulation sichtbar.";Nekrose, Fibrinbelag
mappings_LR.py;WUNDGRUND_GT_MAPPING;Feucht glänzender, teils gelblich fibrinös belegter Wundgrund mit fragiler Granulation, oberflächlich, keine erkennbaren Taschen.;Fibrinbelag, Granulation
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Feucht-glänzender Wundgrund mit flächigen, gelblich-weißen fibrinösen Belägen/Slough und vereinzelten rötlichen Granulationsinseln; keine schwarze Nekrose erkennbar; keine freiliegenden Sehnen/Knochen.";Fibrinbelag, Granulation
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Feuchtes, gut durchblutetes granulierendes Wundbett mit kleinen, fest anhaftenden fibrinösen Inseln/Belägen; kein nekrotisches Gewebe sichtbar.";Granulation, Fibrinbelag
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Feuchtes, teils granulierendes Wundbett mit ausgeprägten gelb-weißlichen Fibrinbelägen; keine trockene Nekrose erkennbar.";Granulation, Fibrinbelag
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Fibrinös-gelblicher Belag mit Inseln rötlicher Granulation; feucht, keine trockene Nekrose sichtbar.";Fibrinbelag, Rötung, Granulation
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Flaches Ulkus mit gelblich-fibrinösen Belägen und Anteilen von Granulationsgewebe; feucht.";Ulzeration, Fibrinbelag, Granulation
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Flaches, irreguläres Ulkus mit gelblich-fibrinösen Belägen und Anteilen von Granulationsgewebe; feucht.";Ulzeration, Fibrinbelag, Granulation
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Flaches, ovales Ulkus mit überwiegend gelblich-beigem Fibrinbelag; feucht glänzend; keine schwarzen Nekrosen und keine freiliegenden tiefen Strukturen sichtbar.";Ulzeration, Fibrinbelag
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Flächendeckende, zähe gelblich-weiße Fibrinbeläge/Slough (~80%) mit geringen granulierenden Inseln; feucht; keine schwarze Nekrose; unregelmäßige Wundtiefe.";Fibrinbelag, Granulation
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Flächig erythematös-erosiv, teils mit weißlich-schuppigen Auflagerungen; kein nekrotisches Gewebe erkennbar; feucht-glänzend; mäßige Exsudation.";Rötung, Exsudat
mappings_LR.py;WUNDGRUND_GT_MAPPING;Gelb-beiger, feuchter fibrinöser Belag/flächiger Slough, kaum Granulation sichtbar.;Fibrinbelag
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Gelb-ockerfarbener, fest anhaftender Fibrin-/Nekrosebelag mit zentral dunklen (schwarz-braunen) Nekroseinseln; keine sichtbare Granulation; Oberfläche teils krustös, teils feucht glänzend.";Fibrinbelag, Nekrose
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Gelb‑bräunlicher Fibrinbelag mit zentralen schwarz‑nekrotischen Arealen; kaum/keine sichtbare Granulation.";Fibrinbelag, Nekrose
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Gelblich-beiger, feuchter Fibrinbelag/Slough (~70%) mit randständiger rötlicher Granulation (~30%); keine schwarze Nekrose sichtbar.";Fibrinbelag, Rötung, Granulation
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Gelblich-fibrinös belegter, feucht-glänzender Wundgrund mit teils rötlichen Arealen; kein trockener Nekroseanteil sichtbar.";Fibrinbelag, Rötung
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Gelblich-weißer, zäher fibrinöser Belag mit wenigen punktförmigen Blutungen; feucht, vereinzelte rötliche Areale.";Fibrinbelag, Rötung
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Gemischt: überwiegend rote Granulation mit teils gelblich-fibrinösen Belägen; feuchter Wundgrund.";Rötung, Granulation, Fibrinbelag
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Gemischter Wundgrund mit gelblichen fibrinösen Belägen/Slough und rötlichem Granulationsgewebe; feucht, mäßige Tiefe; kein freiliegender Knochen sichtbar.";Fibrinbelag, Rötung, Granulation
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Gemischtes Wundbett mit schwarzen nekrotischen Arealen und gelb-grauem Fibrinbelag; zentral rötliches, feuchtes Granulationsgewebe; tiefe Ulzeration mit möglicher Unterminierung.";Nekrose, Fibrinbelag, Rötung, Granulation, Ulzeration, Unterminierung
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Granulierender Wundgrund mit ausgeprägten gelblichen fibrinösen Belägen/Slough, teils adhärent; vereinzelt dunklere nekrotische Areale distal.";Granulation, Fibrinbelag, Nekrose
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Großflächig gelb‑grünlicher, dicker Fibrin-/Slough-Belag, feucht und glänzend; am unteren Rand schwarz‑braune nekrotische/krustige Areale; nur wenige rötliche Granulationsinseln sichtbar; keine freiliegenden Strukturen (Knochen/Sehnen) erkennbar.";Fibrinbelag, Nekrose, Granulation
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Großflächig nekrotisch mit schwarz-braunen Escharen; darüber ausgedehnter gelb-grünlicher fibrinöser Belag/Slough, feucht-glänzend; keine sichtbare Granulation oder Epithelisierung.";Nekrose, Fibrinbelag
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Großflächiger gelb‑grünlicher Fibrinbelag/Slough mit einzelnen nekrotischen Arealen distal; feucht, kaum sichtbare Granulation.";Fibrinbelag, Nekrose
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Großflächiger, feucht glänzender Wundgrund mit hell- bis dunkelroter Granulation; multiple gelblich‑weiße Fibrinbeläge/Slough-Inseln; unregelmäßige Oberfläche; keine trockene Nekrose sichtbar.";Granulation, Fibrinbelag
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Großflächiges, feuchtes Wundbett mit dicken gelblich-grünlichen Fibrinbelägen/Slough; stellenweise rötliche Granulationsinseln; keine schwarze Trockennekrose erkennbar.";Fibrinbelag, Granulation
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Großes rundes Ulkus mit überwiegend gelblich-weißem Fibrin-/Schleimhautbelag, zentral teils rötliche Granulationsinseln; randständig trockene nekrotische Krusten; feucht-glänzend; kein freiliegender Knochen oder Sehne sichtbar.";Ulzeration, Fibrinbelag, Granulation, Nekrose
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Hauptläsion: flaches, ovales Ulkus mit gelblich-beigem fibrinösem Belag, randständig teils rötlich, feucht glänzend; keine schwarze Nekrose, feuchtem Wundbett. Zweite kleinere, oberflächliche Läsion lateral mit rötlichem, keine sichtbaren tieferen Strukturen.";Ulzeration, Fibrinbelag, Rötung
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Kavitäre Ulzeration mit überwiegend gelblich-cremigem fibrinösem Belag/Slough; stellenweise rötliche Granulationsinseln an der Innenwand; feucht mit dickflüssigem Exsudat; keine freiliegenden Knochen oder Sehnen sichtbar.";Ulzeration, Fibrinbelag, Granulation, Exsudat
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Kleines rundes Ulkus mit gelblich-fibrinösem Belag; kein freiliegendes tieferes Gewebe sichtbar.";Ulzeration, Fibrinbelag
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Kleines, ovales Ulkus mit gelblich-fibrinösem Belag; feucht, keine freiliegenden Strukturen sichtbar.";Ulzeration, Fibrinbelag
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Kleine punktförmige Öffnungen/Pusteln mit serösem bis seropurulentem Exsudat, umgebend entzündlich gerötet; kein sichtbarer Nekrosenbelag.";Rötung, Exsudat
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Kleine rundliche Ulzeration mit gelblich-fibrinösem Belag, flach bis mäßig tief; kein sichtbares nekrotisches Gewebe.";Ulzeration, Fibrinbelag
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Kraterförmige Ulzeration mit überwiegend gelblich-weißem fibrinösem Belag (Slough) und Anteilen rötlichen, feuchten Granulationsgewebes; kein schwarz nekrotisches Gewebe erkennbar.";Ulzeration, Fibrinbelag, Granulation
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Kraterförmiges Ulkus mit gelblichen fibrinösen Belägen, teilweise rötlich-granulierende Areale; mäßig exsudierend.";Ulzeration, Fibrinbelag, Rötung, Granulation
mappings_LR.py;WUNDGRUND_GT_MAPPING;Kräftig rot, homogen granulierend, feucht-glänzend ohne sichtbare Nekrosen oder dicke Fibrinbeläge.;Rötung, Granulation
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Livide bis schwärzliche Areale mit partiell intakten/rupturierten Blasen; oberflächliche Hautnekrosen, kein sichtbares Granulationsgewebe; flächige Beteiligung ohne erkennbare Taschen.";Blasenbildung, Nekrose
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Mehrere flache bis mäßig vertiefte, teilweise konfluierende Ulzera mit ausgedehntem gelb-grünlichem fibrinösem Belag/Slough; stellenweise rötliche, feinkörnige Granulation sichtbar; feucht glänzend; keine schwarze Nekrose.";Ulzeration, Fibrinbelag, Granulation
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Mehrere flache, rundliche Ulzera mit gelblichen Fibrinbelägen, teils rötliche Granulationsinseln; feucht glänzend.";Ulzeration, Fibrinbelag, Rötung, Granulation
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Mehrere oberflächliche Läsionen (Erosionen/Ulzera) mit gelb-beigen Fibrinbelägen und rötlicher Granulation; feucht-glänzend; keine schwarze Nekrose sichtbar.";Ulzeration, Fibrinbelag, Granulation
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Mehrere oberflächliche Ulzerationen mit gelblich-grünlichem fibrinösem Belag, feucht; teils rote Granulationsinseln.";Ulzeration, Fibrinbelag, Granulation, Rötung
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Mehrere sakrale Ulzera, teils tiefer liegend; gemischter Wundgrund mit rötlichem Granulationsgewebe und gelblichen Fibrinbelägen; feucht.";Ulzeration, Granulation, Fibrinbelag, Rötung, Feucht
mappings_LR.py;WUNDGRUND_GT_MAPPING;Mehrere tiefe Ulzera mit gelblich-weißem Fibrinbelag und schwarzer Nekrose, feucht, teils mit Taschenbildung.;Ulzeration, Fibrinbelag, Nekrose, Taschenbildung
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Mehrere ulzerierende Läsionen, teils mit schwarzer Nekrose/Eschar, teils gelb-fibrinös belegt; randständig teils rötlich, vereinzelt feuchte Areale mit beginnender Granulation.";Ulzeration, Nekrose, Fibrinbelag, Rötung, Granulation
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Mehrere zirkuläre bis ovale, flache bis mäßig tiefe Ulzera mit gelblich-beigen Fibrinbelägen/Slough; zentral/peripher rötliche Granulationsinseln; feucht glänzend; keine trockene Schwarznekrose sichtbar.";Ulzeration, Fibrinbelag, Granulation
mappings_LR.py;WUNDGRUND_GT_MAPPING;Oberflächlich bis mäßig tiefes Ulkus mit gelblich-fibrinösen Belägen und Anteilen rötlicher Granulation.;Ulzeration, Fibrinbelag, Rötung, Granulation
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Oberflächliche Ulzeration mit gelb-grünlichem Fibrin-/Slough-Belag, stellenweise rötliche Granulation sichtbar; feucht, unregelmäßige Kontur, glänzende Oberfläche.";Ulzeration, Fibrinbelag, Granulation
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Oberflächliche Ulzerationen mit gelblichen Fibrinbelägen und Anteilen von feuchtem rotem Granulationsgewebe; keine schwarze Nekrose sichtbar.";Ulzeration, Fibrinbelag, Rötung, Granulation
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Oberflächliche, feuchte, rötliche Dermis mit erosiven Arealen; multiple intakte und rupturierte seröse Blasen; kein nekrotisches Gewebe sichtbar.";Rötung, Blasenbildung
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Oberflächliche, teils nässende Erosionen mit gerötetem Wundgrund; keine tiefe Nekrose sichtbar.";Rötung
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Oberflächlicher, größerer Defekt mit gelblich-fibrinösen Belägen und teils rötlicher Granulation; feucht glänzend, kein schwarzes Nekrosegewebe sichtbar.";Fibrinbelag, Rötung, Granulation
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Oberflächliches Ulkus mit ausgedehnten gelblichen Fibrinbelägen, teils rötlich granulierend; feucht glänzend.";Ulzeration, Fibrinbelag, Rötung, Granulation
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Oberflächliches Ulkus mit gelb-grünlichem Fibrin-/Belag, teils nekrotisch; feucht, unregelmäßiger Wundgrund.";Ulzeration, Fibrinbelag, Nekrose
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Oberflächliches Ulkus mit gelblich-fibrinösen Belägen, randständig teils granulierend; kleine zweite Läsion lateral.";Ulzeration, Fibrinbelag, Granulation
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Ovaler Defekt mit zentralem gelblich-beigem Fibrin/Slough, peripher rötliches granulierendes Gewebe; feucht-glänzende Oberfläche; keine sichtbare trockene Nekrose oder freiliegende tiefe Strukturen.";Ulzeration, Fibrinbelag, Granulation
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Ovale, mäßig tiefe Ulzeration mit überwiegend rötlichem, feuchtem Granulationsgewebe; randständig teils adhärente gelblich-fibrinöse Beläge; keine schwarze Nekrose sichtbar.";Ulzeration, Granulation, Fibrinbelag
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Ovale, flache Ulzeration mit überwiegend gelblich-fibrinösem Belag (ca. 70-80%) und dazwischen rötlicher, feucht glänzender Granulation (ca. 20-30%); keine schwarze Nekrose, keine sichtbare Sehnen- oder Knochenexposition.";Ulzeration, Fibrinbelag, Granulation
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Punktförmige, schlitzartige Fistelöffnung(en); Wundgrund nicht einsehbar. Eine Öffnung mit klar-gelblich seröser Flüssigkeit; kein sichtbarer Fibrin- oder Nekrosebelag.";Ulzeration, Exsudat
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Runde Ulzeration mit zentral gelblich-fibrinösem Belag, mäßig feucht; peripher schmaler erythematöser Saum, kein freiliegender Knochen/Sehne sichtbar.";Ulzeration, Fibrinbelag, Rötung
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Runder, kraterförmiger Defekt mit überwiegend gelblich-fibrinösem Belag; feucht glänzend; keine schwarze Nekrose sichtbar; kaum bis keine erkennbare Granulation.";Ulzeration, Fibrinbelag
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Rundliche Ulzeration mit überwiegend gelblich-fibrinösem Belag; punktuell rote, feuchte Areale/Granulationsinseln; glänzend-feucht, keine schwarze Nekrose sichtbar.";Ulzeration, Fibrinbelag, Granulation
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Stark nässend; dicke gelb-grünliche Fibrin-/Beläge mit mutmaßlichem Biofilm, teils nekrotische Areale; kaum Granulation sichtbar.";Fibrinbelag, Biofilm, Nekrose
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Tief klaffende, längsovale Wunde; Wundgrund überwiegend mit dicken gelb-beigen fibrinösen Belägen/Slough bedeckt, teils graugelb; feucht-glänzend; kaum/kein sichtbares Granulationsgewebe; unregelmäßige Taschen/Kavernen erkennbar.";Fibrinbelag, Taschenbildung
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Tiefes Ulkus mit gelb- bis grünlichem Fibrin-/Belag, teils avital, Biofilm-verdächtig; Höhle mit möglicher Unterminierung; geringe Inseln von Granulation.";Ulzeration, Fibrinbelag, Biofilm, Unterminierung, Granulation
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Tiefes, kavernöses Areal mit überwiegend gelb-braunem, dickem fibrinös-purulentem Belag; vereinzelte nekrotische Areale; kaum sichtbares vitales Granulationsgewebe; feucht glänzend.";Fibrinbelag, Nekrose, Taschenbildung
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Tiefes, rundes Ulkus mit zentral gelb-weißem Fibrin/nekrotischen Anteilen; feuchte Beläge, mehere Läsionen sichtbar.";Ulzeration, Fibrinbelag, Nekrose
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Tiefe moderat, kavitäre Ulzeration mit überwiegend gelblich-cremigem fibrinösem Belag/Slough; stellenweise rötliche Granulationsinseln an der Innenwand; feucht mit dickflüssigem Exsudat; keine freiliegenden Knochen oder Sehnen sichtbar.";Ulzeration, Fibrinbelag, Granulation, Exsudat
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Tiefe moderat, Wundbett nahezu vollständig (ca. 90-100%) mit gelb-beigem, faserigem Fibrin/Slough bedeckt; kein schwarzer Schorf sichtbar; kaum bis keine Granulation erkennbar; vereinzelte rötliche Areale am Boden; Wunde klar begrenzt, feucht-glänzendem, keine offen erkennbaren freiliegenden tieferen Strukturen.";Fibrinbelag, Rötung
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Tiefer Defekt mit überwiegend vitalem, feuchtem Granulationsgewebe; randständig gelblich-fibrinöse Beläge.";Granulation, Fibrinbelag
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Tieferes Ulkus mit dicken gelb-gräulichen Fibrinbelägen, feucht; kaum sichtbares Granulationsgewebe.";Ulzeration, Fibrinbelag
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Überwiegend gelb-grauer, dicker fibrinöser/slough-Belag mit teils nekrotischem Aspekt; feucht, zäh; kaum bis kein vitales Granulationsgewebe sichtbar; Anzeichen von Tiefe/Unterminierung.";Fibrinbelag, Nekrose, Taschenbildung
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Überwiegend gelb-grünlicher fibrinöser Belag; zentral schwarz-brauner Nekroseanteil (Eschar); feuchte, glänzende Oberfläche; keine sichtbare Granulation oder Epithelinseln.";Fibrinbelag, Nekrose
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Überwiegend gelb-weißlicher Fibrin-/Slough-Belag mit einzelnen Arealen rötlicher Granulation; feucht-glänzende Oberfläche; keine schwarze Nekrose sichtbar; keine freiliegenden tieferen Strukturen erkennbar.";Fibrinbelag, Granulation
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Überwiegend gelb-weißlicher Fibrin-/Slough-Belag mit einzelnen grau-schwarzen nekrotischen Arealen; randständig geringe rötliche Gewebeanteile; unregelmäßiger, teilweise kavitiert; feucht glänzend; keine exponierten Knochen/Sehnen sichtbar.";Fibrinbelag, Nekrose, Rötung, Taschenbildung
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Überwiegend gelblich-beiger Fibrinbelag/Slough (~70%) mit randständiger rötlicher, feucht-glänzender Granulation; keine schwarze Nekrose sichtbar; vereinzelte punktförmige Blutungen.";Fibrinbelag, Rötung, Granulation
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Überwiegend gelblich-beiger fibrinöser Belag mit Anteilen rötlicher, feucht-glänzender Granulation; keine schwarze Nekrose sichtbar; vereinzelte punktförmige Blutungen.";Fibrinbelag, Rötung, Granulation
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Überwiegend gelblich-weißer Fibrinbelag/Slough mit einzelnen rötlichen Granulationsinseln; feucht-glänzend; oberflächlich bis mitteltief; kein trockener schwarzer Nekroseschorf; keine freiliegenden Sehnen oder Knochen sichtbar.";Fibrinbelag, Granulation
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Überwiegend gelblich-weißer Fibrinbelag/Biofilm, dazwischen kleine Inseln granulierenden, roten Gewebes; feucht glänzend.";Fibrinbelag, Biofilm, Granulation, Rötung
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Überwiegend rötlich granulierendes Gewebe mit ausgedehnten gelblich-cremigen Fibrinbelägen/Slough; vereinzelt dunklere (bräunlich-schwarze) Beläge distal; feucht glänzend; keine freiliegenden Sehnen oder Knochen erkennbar.";Fibrinbelag, Nekrose, Rötung, Granulation
mappings_LR.py;WUNDGRUND_GT_MAPPING;Überwiegend vitales, feuchtes Granulationsgewebe mit geringen fibrinösen Belägen.;Granulation, Fibrinbelag
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Ulzeration mit gelblich-fibrinösem Belag am Rand, zentral teils vitales rötliches Granulationsgewebe; mäßig tiefe Kavität, keine trockene Nekrose sichtbar.";Ulzeration, Fibrinbelag, Rötung, Granulation
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Unregelmäßig konfiguriertes, eher flaches Ulkus mit überwiegend gelblich-weißlichen fibrinösen Belägen und zähem Exsudat; dazwischen rötliche, feucht-körnige Granulation; keine schwarze Nekrose sichtbar.";Ulzeration, Fibrinbelag, Granulation, Exsudat
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Weitgehend rötlich-granulierend mit teils fibrinösen Belägen; feucht glänzend, mehere oberflächliche Läsionen im Cluster.";Rötung, Granulation, Fibrinbelag
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Zentral schwarz-braune Nekrose, umgebend gelblich-fibrinöser Belag mit feuchtem Exsudatfilm; kein vitales Granulationsgewebe erkennbar.";Nekrose, Fibrinbelag
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Zentral schwarz-braune Eschar mit fest anhaftenden Belägen; randständig livid-erythematös und leicht erhaben.";Nekrose, Rötung
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Zentral trockene schwarz‑braune Nekrose (Eschar) mit gelblich‑bräunlichem Fibrin/Schorf; kein sichtbares Granulations- oder Epithelgewebe.";Nekrose, Fibrinbelag
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Zwei Läsionen: kaudal ausgedehnte schwarze Nekrose (Eschar), kranial gelb-grünlicher fibrinöser Belag; feuchtes Milieu, kein sichtbares Granulationsgewebe.";Nekrose, Fibrinbelag
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Zwei oberflächliche Ulzerationen mit gelblichen fibrinösen Belägen, teils rötlich granulierend, feucht; keine ausgedehnte trockene Nekrose sichtbar.";Ulzeration, Fibrinbelag, Rötung, Granulation
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Zwei ulzerierende Läsionen mit dickem gelb-weißlichem Fibrinbelag/Detritus und viskösem Exsudat; kein freiliegender Knochen oder Sehne sichtbar.";Ulzeration, Fibrinbelag, Exsudat
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Zwei Ulzera mit gelb-grünlichen Fibrinbelägen und teils schwarzer Nekrose; feuchter Wundgrund mit randständiger Rötung.";Ulzeration, Fibrinbelag, Nekrose, Rötung
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Zwei Ulzera: oberes Ulkus mit dickem gelblich-grünlichem Fibrin-/Schmierbelag, feucht glänzend; unteres, größeres Ulkus mit ausgedehnter schwarzer, teils feucht glänzender Nekrose/Eschare. Kein sichtbar vitales Granulations- oder Epithelgewebe; Beläge überwiegend adhärent.";Ulzeration, Fibrinbelag, Nekrose
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Tiefere Wunde mit dicken gelblichen fibrinösen Belägen/Detritus, kaum sichtbare Granulation; möglicherweise Wundtaschen.";Fibrinbelag, Granulation, Taschenbildung
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Großflächige trockene, schwarze Eschar lateral am Rückfuß/Ferse; kleinere nekrotische Läsion am lateralen Zehenbereich. Umgebung teils stark gerötet, glänzend, keine sichtbare Granulation.";Nekrose, Rötung
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Weitgehend rötlich-granulierend mit teils fibrinösen Belägen; feucht glänzend, mehrere oberflächliche Läsionen im Cluster.";Rötung, Granulation, Fibrinbelag
mappings_LR.py;WUNDGRUND_GT_MAPPING;Großflächige, trockene schwarze Eschar (nekrotisches Gewebe) am Fersenpolster, keine sichtbare Granulation oder Sickerblutung.;Nekrose
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Überwiegend gelblich-weißlicher fibrinöser Belag mit Anteilen rötlicher Granulation; kein freiliegender Knochen sichtbar.";Fibrinbelag, Rötung, Granulation
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Tiefes, rundes Ulkus mit zentral gelb-weißem Fibrin/nekrotischen Anteilen; feuchte Beläge, mehrere Läsionen sichtbar.";Ulzeration, Fibrinbelag, Nekrose
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Schwarze Nekrosenanteile mit dicken gelb-grünlichen fibrinösen Belägen, feucht; peripher teils gerötetes/angegriffenes Gewebe.";Nekrose, Fibrinbelag, Rötung
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Zentrale schwarz-gelbe Eschar mit fest anhaftenden Belägen; randständig livid-erythematös und leicht erhaben.";Nekrose
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Flache, ovale Ulzeration mit zentral gelblichen Fibrinbelägen; randständig rötliche, feuchte Granulation.";Ulzeration, Fibrinbelag, Granulation, Rötung
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Kleiner runder Ulkus (~1.5–2 cm) mit gelblich-weißen fibrinösen Belägen, punktuell rötlich/blasende Areale; oberflächlich und feucht.";Ulzeration, Fibrinbelag, Rötung, Blasenbildung
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Ovales Ulkus mit dicken gelb-weißlichen Fibrinbelägen, zentral teils grau-schwarze nekrotische Areale; kaum sichtbare Granulation.";Ulzeration, Fibrinbelag, Nekrose
mappings_LR.py;WUNDGRUND_GT_MAPPING;starke Granulation, überschießendes Gewebe, infektfrei;Granulation, Hypergranulation
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Hämangiome sind Neoplasien ( Neubildungen) , umschriebenes Hämangiom, klare Abgrenzung. segmentale Fehlbildung.
Behandlung unbedingt notwendig.";Hämangiom
mappings_LR.py;WUNDGRUND_GT_MAPPING;Exsudation;Exsudat
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Tiefer Defekt mit dicken gelblichen Fibrin-/Schleimbelägen, teils nekrotisch; kaum Granulation sichtbar.";Fibrinbelag, Nekrose
mappings_LR.py;WUNDGRUND_GT_MAPPING;Vitales, homogen granulierendes Gewebe, feucht glänzend, keine sichtbaren Beläge oder Nekrosen.;Granulation
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Großflächige schwarze/braune Nekrosen und gelblich-fibrinöse Beläge, teils feucht; randständig kleine Areale mit frischer Blutung/Granulation.";Fibrinbelag, Granulation, Nekrose
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Teilweise freiliegende, feucht-rosige Dermis mit oberflächlichen Erosionen; mehrere intakte und rupturierte seröse Blasen, vereinzelte dünne Fibrinauflagen.";Blasenbildung, Fibrinbelag
mappings_LR.py;WUNDGRUND_GT_MAPPING;Flächig oberflächlich erosiv, feucht glänzend mit teils fibrinösen Belägen und rötlich-granulierenden Arealen.;Fibrinbelag, Granulation
mappings_LR.py;WUNDGRUND_GT_MAPPING;"Kein freiliegender Wundgrund sichtbar; intakte bzw. teils abgehobene Epidermis mit Hämatom und Blasen";Blasenbildung, Hämatom
