Quelle;Kategorie;Eingabe_Rohbegriff;Zielbegriff_Normalisiert
mappings.py;WUNDTYP_GT_MAPPING;Verbrennung 2. Grades am Bein;Verbrennungswunde
mappings.py;WUNDTYP_GT_MAPPING;Verbrennung 2. und teilweise 3. Grades Oberfläche ca 9 %;Verbrennungswunde
mappings.py;WUNDTYP_GT_MAPPING;Verbrennung Grad 1 bis 2 am rechten Fuß;Verbrennungswunde
mappings.py;WUNDTYP_GT_MAPPING;Verbrennungswunde 1. bis 2. Grades;Verbrennungswunde
mappings.py;WUNDTYP_GT_MAPPING;Verbrennungswunde am Arm Grad 2;Verbrennungswunde
mappings.py;WUNDTYP_GT_MAPPING;Wunde am li Fußrücken mit Sehnenfreilegung;Wunde am li Fußrücken mit Sehnenfreilegung
mappings.py;WUNDTYP_GT_MAPPING;Wunde aufgrund einer Infusion, welche ins umliegende Gewebe ausgetreten ist;Wunde aufgrund einer Infusion, welche ins umliegende Gewebe ausgetreten ist
mappings.py;WUNDTYP_GT_MAPPING;"[""Dekubitus"",""Diabetisches Fußulkus""]";Ulkus (Ätiologie unspezifisch)
mappings.py;WUNDTYP_GT_MAPPING;"[""Dekubitus"",""Ulcus""]";Ulkus (Ätiologie unspezifisch)
mappings.py;WUNDTYP_GT_MAPPING;"[""Dekubitus""]";Dekubitus
mappings.py;WUNDTYP_GT_MAPPING;"[""Diabetisches Fußulkus"",""hochgradig destruierende Fußwunde""]";Diabetisches Fußsyndrom (DFS)
mappings.py;WUNDTYP_GT_MAPPING;"[""Diabetisches Fußulkus"",""ischämisches Ulkus""]";Diabetisches Fußsyndrom (DFS)
mappings.py;WUNDTYP_GT_MAPPING;"[""Diabetisches Fußulkus"",""mit deutlichen Zeichen einer lokalen Infektion und chronisch entzündlicher Hautveränderungen""]";Diabetisches Fußsyndrom (DFS)
mappings.py;WUNDTYP_GT_MAPPING;"[""Diabetisches Fußulkus""]";Diabetisches Fußsyndrom (DFS)
mappings.py;WUNDTYP_GT_MAPPING;"[""Extravasationsverletzung""]";Extravasationsverletzung
mappings.py;WUNDTYP_GT_MAPPING;"[""Gravitationsulzera/Druckulzera""]";Ulkus (Ätiologie unspezifisch)
mappings.py;WUNDTYP_GT_MAPPING;"[""Postoperative Wunde""]";Postoperative Wunde / Dehiszenz
mappings.py;WUNDTYP_GT_MAPPING;"[""Traumatische Wunde"",""durch Insektenstich""]";Traumatische Wunde
mappings.py;WUNDTYP_GT_MAPPING;"[""Ulcus Fußrücken mit deutlicher Gewebedestruktion und freiliegender Sehnenstruktur""]";Ulkus (Ätiologie unspezifisch)
mappings.py;WUNDTYP_GT_MAPPING;"[""Ulcus cruris venosum"",""Adipositas-assoziiert""]";Ulcus cruris venosum
mappings.py;WUNDTYP_GT_MAPPING;"[""Ulcus cruris venosum"",""venös-lymphatischem Ulcus""]";Ulcus cruris venosum
mappings.py;WUNDTYP_GT_MAPPING;"[""Ulcus cruris venosum""]";Ulcus cruris venosum
mappings.py;WUNDTYP_GT_MAPPING;"[""Ulcus""]";Ulkus (Ätiologie unspezifisch)
mappings.py;WUNDTYP_GT_MAPPING;"[""Ulkus cruris""]";Ulkus (Ätiologie unspezifisch)
mappings.py;WUNDTYP_GT_MAPPING;"[""Ulkus""]";Ulkus (Ätiologie unspezifisch)
mappings.py;WUNDTYP_GT_MAPPING;"[""Verbrennungswunde""]";Verbrennungswunde
mappings.py;WUNDTYP_GT_MAPPING;"[""ausgedehnte, tiefe, nekrotische Ulzeration""]";Ulkus (Ätiologie unspezifisch)
mappings.py;WUNDTYP_GT_MAPPING;"[""ausgedehntes, tiefes chronisches Ulcus""]";Ulkus (Ätiologie unspezifisch)
mappings.py;WUNDTYP_GT_MAPPING;"[""ausgeprägtes infiziertes Ulcus cruris"",""Ulcus cruris venosum""]";Ulkus (Ätiologie unspezifisch)
mappings.py;WUNDTYP_GT_MAPPING;"[""chronische Fußwunde / Ulkus""]";Ulkus (Ätiologie unspezifisch)
mappings.py;WUNDTYP_GT_MAPPING;"[""chronisches Ulkus cruris""]";Ulkus (Ätiologie unspezifisch)
mappings.py;WUNDTYP_GT_MAPPING;"[""chronisches Ulkus""]";Ulkus (Ätiologie unspezifisch)
mappings.py;WUNDTYP_GT_MAPPING;"[""großflächiges, flaches chronisches Ulkus""]";Ulkus (Ätiologie unspezifisch)
mappings.py;WUNDTYP_GT_MAPPING;"[""kleines, oberflächliches Ulcus""]";Ulkus (Ätiologie unspezifisch)
mappings.py;WUNDTYP_GT_MAPPING;"[""multiple infizierte chronische Fußulzera""]";Ulkus (Ätiologie unspezifisch)
mappings.py;WUNDTYP_GT_MAPPING;"[""multiple kleine Ulzera""]";Ulkus (Ätiologie unspezifisch)
mappings.py;WUNDTYP_GT_MAPPING;"[""nekrotische Fersenwunde"",""Dekubitus""]";Ulkus (Ätiologie unspezifisch)
mappings.py;WUNDTYP_GT_MAPPING;"[""nekrotische ischämische Fußwunde / Gangrän""]";Ulcus cruris arteriosum / Ischämisches Ulkus
mappings.py;WUNDTYP_GT_MAPPING;"[""neuroischämisches bzw. arterielles Fußulkus""]";Ulcus cruris arteriosum / Ischämisches Ulkus
mappings.py;WUNDTYP_GT_MAPPING;"[""rundlich-ovales Ulcus""]";Ulkus (Ätiologie unspezifisch)
mappings.py;WUNDTYP_GT_MAPPING;"[""tiefer reichende Ulzerationen am Unterschenkel mit chronisch entzündlicher Umgebung""]";Ulkus (Ätiologie unspezifisch)
mappings.py;WUNDTYP_GT_MAPPING;"[""ulzeriertes infantiles Hämangiom mit zentraler Nekrose""]";ulzeriertes infantiles Hämangiom mit zentraler Nekrose
mappings.py;WUNDTYP_GT_MAPPING;"[""vaskulitischen Ulzera"",""möglicher kutaner Vaskulitis""]";Ulkus (Ätiologie unspezifisch)
mappings.py;WUNDTYP_GT_MAPPING;arterielles Ulcus;Ulcus cruris arteriosum / Ischämisches Ulkus
mappings.py;WUNDTYP_GT_MAPPING;belegter Ulcus;Ulkus (Ätiologie unspezifisch)
mappings.py;WUNDTYP_GT_MAPPING;diffuse fibrinbelegte und teils infizierte Ulzera am rechten Fuß;Ulkus (Ätiologie unspezifisch)
mappings.py;WUNDTYP_GT_MAPPING;fibrinbelegtes Ulcus;Ulkus (Ätiologie unspezifisch)
mappings.py;WUNDTYP_GT_MAPPING;gleiche Beurteilung wie Wunde 53;Dekubitus
mappings.py;WUNDTYP_GT_MAPPING;infantiles Hämangiom,;infantiles Hämangiom,
mappings.py;WUNDTYP_GT_MAPPING;könnte arterieller Ulcus oder diabetischer Ulcus ( Angiopathie) auf Grund der Mangeldurchblutung  sein.;Ulkus (Ätiologie unspezifisch)
mappings.py;WUNDTYP_GT_MAPPING;könnte diabetischer ulcus sein auf grund einer neuropathie;Ulkus (Ätiologie unspezifisch)
mappings.py;WUNDTYP_GT_MAPPING;"könnte ein diabetischer Fuß sein, Ulcus  nicht möglich,
traumatologische Indikation ebenso nicht ausgeschlossen";Ulkus (Ätiologie unspezifisch)
mappings.py;WUNDTYP_GT_MAPPING;laterales Ulcus linker Fuß;Ulkus (Ätiologie unspezifisch)
mappings.py;WUNDTYP_GT_MAPPING;massives Ulcus dekubitus;Dekubitus
mappings.py;WUNDTYP_GT_MAPPING;mumifizierte Zehen (D4 und D5), gleichzeitig Nekrose an der rechten Ferse;Ulcus cruris arteriosum / Ischämisches Ulkus
mappings.py;WUNDTYP_GT_MAPPING;möglicherweise ein feuchtes Gangrän;Ulcus cruris arteriosum / Ischämisches Ulkus
mappings.py;WUNDTYP_GT_MAPPING;nekrotischen Wunden am Fuß;nekrotischen Wunden am Fuß
mappings.py;WUNDTYP_GT_MAPPING;nekrotischer Defekt / Dekubitus;Dekubitus
mappings.py;WUNDTYP_GT_MAPPING;nekrotischer Dekubitus li Ferse;Dekubitus
mappings.py;WUNDTYP_GT_MAPPING;oberflächlicher Dekubitus ( 2 Stück);Dekubitus
mappings.py;WUNDTYP_GT_MAPPING;oberflächliches Ulcus;Ulkus (Ätiologie unspezifisch)
mappings.py;WUNDTYP_GT_MAPPING;offene ulcera;Ulkus (Ätiologie unspezifisch)
mappings.py;WUNDTYP_GT_MAPPING;plantares ulcus;Ulkus (Ätiologie unspezifisch)
mappings.py;WUNDTYP_GT_MAPPING;"pseudomas besiedeltes teils nekrotisches Ulcus.
Semizirkulär";Ulkus (Ätiologie unspezifisch)
mappings.py;WUNDTYP_GT_MAPPING;rechter Fuß lateral/ malleolär;rechter Fuß lateral/ malleolär
mappings.py;WUNDTYP_GT_MAPPING;"schwere Nekrose am Fuß rechts lateral und plantar, offene Geschwüre über den Malleolen lateral
deutet auf arterielles Ulcus hin";Ulcus cruris arteriosum / Ischämisches Ulkus
mappings.py;WUNDTYP_GT_MAPPING;schwere Ulzerationen am Fuß- mehrere offene Stellen, freiliegende Sehen, teilweise nekrotisch, belegt;Ulkus (Ätiologie unspezifisch)
mappings.py;WUNDTYP_GT_MAPPING;semizirkuläres Ulcus;Ulkus (Ätiologie unspezifisch)
mappings.py;WUNDTYP_GT_MAPPING;semizirkuläres Ulcus re Fuß;Ulkus (Ätiologie unspezifisch)
mappings.py;WUNDTYP_GT_MAPPING;superinfizierte Ulcration am rechen Fuß offene Ulcera;Ulkus (Ätiologie unspezifisch)
mappings.py;WUNDTYP_GT_MAPPING;tiefer Dekubitus;Dekubitus
mappings.py;WUNDTYP_GT_MAPPING;tiefes Ulcus im Fersenbereich;Ulkus (Ätiologie unspezifisch)
mappings.py;WUNDTYP_GT_MAPPING;traumatologische Wunde ( thermische Schädigung / Verbrennung 3. und 4. Grades;Verbrennungswunde
mappings.py;WUNDTYP_GT_MAPPING;ulcus cruris;Ulkus (Ätiologie unspezifisch)
mappings.py;WUNDTYP_GT_MAPPING;"vermutlich Mischulcus am rechten Bein, höhe der Knöchel.
Semizirkulär";Ulcus cruris mixtum
mappings.py;WUNDTYP_GT_MAPPING;zirkuläres Ulcus Unterschenkel (vermutlich Mischulcus);Ulcus cruris mixtum
mappings.py;WUNDUMGEBUNG_GT_MAPPING;"[""CVI-typische Hautveränderungen (Hyperpigmentierung, Atrophie blanche, Lipodermatosklerose)"",""Erythem / Rötung""]";CVI-typische Hautveränderungen (Hyperpigmentierung, Atrophie blanche, Lipodermatosklerose), Erythem / Rötung
mappings.py;WUNDUMGEBUNG_GT_MAPPING;"[""CVI-typische Hautveränderungen (Hyperpigmentierung, Atrophie blanche, Lipodermatosklerose)""]";CVI-typische Hautveränderungen (Hyperpigmentierung, Atrophie blanche, Lipodermatosklerose)
mappings.py;WUNDUMGEBUNG_GT_MAPPING;"[""Ekzem / Dermatitis"",""Erythem / Rötung""]";Ekzem / Dermatitis, Erythem / Rötung
mappings.py;WUNDUMGEBUNG_GT_MAPPING;"[""Ekzem / Dermatitis""]";Ekzem / Dermatitis
mappings.py;WUNDUMGEBUNG_GT_MAPPING;"[""Erythem / Rötung"",""CVI-typische Hautveränderungen (Hyperpigmentierung, Atrophie blanche, Lipodermatosklerose)""]";CVI-typische Hautveränderungen (Hyperpigmentierung, Atrophie blanche, Lipodermatosklerose), Erythem / Rötung
mappings.py;WUNDUMGEBUNG_GT_MAPPING;"[""Erythem / Rötung"",""Ekzem / Dermatitis"",""CVI-typische Hautveränderungen (Hyperpigmentierung, Atrophie blanche, Lipodermatosklerose)""]";CVI-typische Hautveränderungen (Hyperpigmentierung, Atrophie blanche, Lipodermatosklerose), Ekzem / Dermatitis, Erythem / Rötung
mappings.py;WUNDUMGEBUNG_GT_MAPPING;"[""Erythem / Rötung"",""Ekzem / Dermatitis""]";Ekzem / Dermatitis, Erythem / Rötung
mappings.py;WUNDUMGEBUNG_GT_MAPPING;"[""Erythem / Rötung"",""Mazeration"",""CVI-typische Hautveränderungen (Hyperpigmentierung, Atrophie blanche, Lipodermatosklerose)""]";CVI-typische Hautveränderungen (Hyperpigmentierung, Atrophie blanche, Lipodermatosklerose), Erythem / Rötung, Mazeration
mappings.py;WUNDUMGEBUNG_GT_MAPPING;"[""Erythem / Rötung"",""Mazeration""]";Erythem / Rötung, Mazeration
mappings.py;WUNDUMGEBUNG_GT_MAPPING;"[""Erythem / Rötung"",""Weichteilreizung""]";Erythem / Rötung
mappings.py;WUNDUMGEBUNG_GT_MAPPING;"[""Erythem / Rötung"",""deutliche entzündliche Rötung der Umgebung""]";Erythem / Rötung
mappings.py;WUNDUMGEBUNG_GT_MAPPING;"[""Erythem / Rötung"",""eher trocken wirkende Umgebung""]";Erythem / Rötung
mappings.py;WUNDUMGEBUNG_GT_MAPPING;"[""Erythem / Rötung"",""entzündliche Umgebungshaut""]";Erythem / Rötung
mappings.py;WUNDUMGEBUNG_GT_MAPPING;"[""Erythem / Rötung"",""leicht gerötete, glänzende Umgebungshaut""]";Erythem / Rötung
mappings.py;WUNDUMGEBUNG_GT_MAPPING;"[""Erythem / Rötung"",""Ödem"",""CVI-typische Hautveränderungen (Hyperpigmentierung, Atrophie blanche, Lipodermatosklerose)""]";CVI-typische Hautveränderungen (Hyperpigmentierung, Atrophie blanche, Lipodermatosklerose), Erythem / Rötung, Ödem
mappings.py;WUNDUMGEBUNG_GT_MAPPING;"[""Erythem / Rötung"",""Ödem""]";Erythem / Rötung, Ödem
mappings.py;WUNDUMGEBUNG_GT_MAPPING;"[""Erythem / Rötung""]";Erythem / Rötung
mappings.py;WUNDUMGEBUNG_GT_MAPPING;"[""Keratosen""]";Sonstiges
mappings.py;WUNDUMGEBUNG_GT_MAPPING;"[""Mazeration"",""Erythem / Rötung"",""trockener wirkende Areale mit verminderter Durchblutung""]";Erythem / Rötung, Mazeration
mappings.py;WUNDUMGEBUNG_GT_MAPPING;"[""Mazeration"",""Erythem / Rötung""]";Erythem / Rötung, Mazeration
mappings.py;WUNDUMGEBUNG_GT_MAPPING;"[""Mazeration"",""glänzend""]";Mazeration
mappings.py;WUNDUMGEBUNG_GT_MAPPING;"[""Mazeration"",""glänzende, gespannte Umgebungshaut""]";Mazeration
mappings.py;WUNDUMGEBUNG_GT_MAPPING;"[""Mazeration""]";Mazeration
mappings.py;WUNDUMGEBUNG_GT_MAPPING;"[""Reizlos / intakt"",""Erythem / Rötung""]";Erythem / Rötung, Reizlos / intakt
mappings.py;WUNDUMGEBUNG_GT_MAPPING;"[""Reizlos / intakt""]";Reizlos / intakt
mappings.py;WUNDUMGEBUNG_GT_MAPPING;"[""atrophisch-trockene Haut mit trophischen Störungen"",""CVI-typische Hautveränderungen (Hyperpigmentierung, Atrophie blanche, Lipodermatosklerose)""]";CVI-typische Hautveränderungen (Hyperpigmentierung, Atrophie blanche, Lipodermatosklerose)
mappings.py;WUNDUMGEBUNG_GT_MAPPING;"[""empfindliche Säuglingshaut mit hoher Feuchtigkeits- und Reibungsbelastung""]";Sonstiges
mappings.py;WUNDUMGEBUNG_GT_MAPPING;"[""fragile, atrophe Haut""]";Sonstiges
mappings.py;WUNDUMGEBUNG_GT_MAPPING;"[""gerötet-glänzende Haut, Hinweis auf chronische venöse Stauung/Ödemneigung""]";Erythem / Rötung, Ödem
mappings.py;WUNDUMGEBUNG_GT_MAPPING;"[""gerötet-glänzende, ödematöse Haut"",""Erythem / Rötung""]";Erythem / Rötung, Ödem
mappings.py;WUNDUMGEBUNG_GT_MAPPING;"[""gut durchbluteter, überwiegend roter Wundgrund""]";Reizlos / intakt
mappings.py;WUNDUMGEBUNG_GT_MAPPING;"[""rocken, teils schuppig, gespannt""]";Sonstiges
mappings.py;WUNDUMGEBUNG_GT_MAPPING;"[""zahlreiche erythematöse Makulae/Papeln, livid-entzündliche Hautveränderungen, Hinweis auf entzündlich-vaskulären Prozess""]";Ekzem / Dermatitis, Erythem / Rötung
mappings.py;WUNDUMGEBUNG_GT_MAPPING;"[""Ödem"",""CVI-typische Hautveränderungen (Hyperpigmentierung, Atrophie blanche, Lipodermatosklerose)""]";CVI-typische Hautveränderungen (Hyperpigmentierung, Atrophie blanche, Lipodermatosklerose), Ödem
mappings.py;WUNDUMGEBUNG_GT_MAPPING;"[""Ödem"",""Erythem / Rötung""]";Erythem / Rötung, Ödem
mappings.py;WUNDUMGEBUNG_GT_MAPPING;"[""Ödem"",""gespannte, trophisch veränderte Haut""]";Ödem
mappings.py;WUNDUMGEBUNG_GT_MAPPING;"[""Ödem""]";Ödem
mappings.py;WUNDUMGEBUNG_GT_MAPPING;[];
mappings_LR.py;DEBRIDEMENT_GT_MAPPING;Autolytisches Debridement;Autolytisches Debridement
mappings_LR.py;DEBRIDEMENT_GT_MAPPING;Chirurgisches Debridement;Chirurgisches Debridement
mappings_LR.py;DEBRIDEMENT_GT_MAPPING;Debrisoft Duo;Debrisoft Duo
mappings_LR.py;DEBRIDEMENT_GT_MAPPING;Debrisoft Lolly;Debrisoft Lolly
mappings_LR.py;DEBRIDEMENT_GT_MAPPING;Debrisoft Pad;Debrisoft Pad
mappings_LR.py;DEBRIDEMENT_GT_MAPPING;Ultraschall-assistiertes Debridement (UAW);Ultraschall-assistiertes Debridement (UAW)
mappings_LR.py;EXSUDAT_GT_MAPPING;Annahme stark;Stark
mappings_LR.py;EXSUDAT_GT_MAPPING;"Große Wunde: stark, da Mazerationen am Wundrand
Kleine Nekrose: trocken";Stark
mappings_LR.py;EXSUDAT_GT_MAPPING;Keine;Keine
mappings_LR.py;EXSUDAT_GT_MAPPING;Leicht;Leicht
mappings_LR.py;EXSUDAT_GT_MAPPING;Mässig;Mäßig
mappings_LR.py;EXSUDAT_GT_MAPPING;Mäßig;Mäßig
mappings_LR.py;EXSUDAT_GT_MAPPING;Nekrosen: kein Exsudat. Unterschenkel mäßig;Mäßig
mappings_LR.py;EXSUDAT_GT_MAPPING;Stark;Stark
mappings_LR.py;EXSUDAT_GT_MAPPING;blutig bis serös teilweise vorhanden dann eher mäßig;Mäßig
mappings_LR.py;EXSUDAT_GT_MAPPING;eher schwach b is mäßig;Leicht, Mäßig
mappings_LR.py;EXSUDAT_GT_MAPPING;eher wenig;Leicht
mappings_LR.py;EXSUDAT_GT_MAPPING;eher weniger;Leicht
mappings_LR.py;EXSUDAT_GT_MAPPING;gering bis gar nicht;Keine, Leicht
mappings_LR.py;EXSUDAT_GT_MAPPING;kein;Keine
mappings_LR.py;EXSUDAT_GT_MAPPING;keine;Keine
mappings_LR.py;EXSUDAT_GT_MAPPING;keine Angabe möglich;Enthaltung / keine Angabe
mappings_LR.py;EXSUDAT_GT_MAPPING;keine Angabe möglich / eher wenig;Leicht
mappings_LR.py;EXSUDAT_GT_MAPPING;keine Angabe möglich / vermutlich mässig;Mäßig
mappings_LR.py;EXSUDAT_GT_MAPPING;keine Angabe möglich / vermutlich wenig;Leicht
mappings_LR.py;EXSUDAT_GT_MAPPING;keine Angabe möglich, vermutlich gering;Leicht
mappings_LR.py;EXSUDAT_GT_MAPPING;keine Angabe möglich, vermutlich trocken;Keine
mappings_LR.py;EXSUDAT_GT_MAPPING;keine Einschätzung möglich;Enthaltung / keine Angabe
mappings_LR.py;EXSUDAT_GT_MAPPING;keine genaue Angabe möglich, sieht eher trocken bis leicht exsudierend aus;Keine, Leicht
mappings_LR.py;EXSUDAT_GT_MAPPING;könnte eher schwach sein;Leicht
mappings_LR.py;EXSUDAT_GT_MAPPING;leicht;Leicht
mappings_LR.py;EXSUDAT_GT_MAPPING;leicht bis mittel;Leicht, Mäßig
mappings_LR.py;EXSUDAT_GT_MAPPING;leicht bis mäßig;Leicht, Mäßig
mappings_LR.py;EXSUDAT_GT_MAPPING;leichte bis mäßige exsudation;Leicht, Mäßig
mappings_LR.py;EXSUDAT_GT_MAPPING;mittel;Mäßig
mappings_LR.py;EXSUDAT_GT_MAPPING;mittel bis stark;Mäßig, Stark
mappings_LR.py;EXSUDAT_GT_MAPPING;mittelstark;Mäßig
mappings_LR.py;EXSUDAT_GT_MAPPING;mäfig;Mäßig
mappings_LR.py;EXSUDAT_GT_MAPPING;mäßig;Mäßig
mappings_LR.py;EXSUDAT_GT_MAPPING;mäßig bis stark;Mäßig, Stark
mappings_LR.py;EXSUDAT_GT_MAPPING;mäßig bis stark, sicher ist eine Geruchsbildung süßlich aromatisch teilweise beschrieben als traubenartig;Mäßig, Stark
mappings_LR.py;EXSUDAT_GT_MAPPING;nicht beurteilbar;Enthaltung / keine Angabe
mappings_LR.py;EXSUDAT_GT_MAPPING;nicht beurteilbar, vermutlich stark;Stark
mappings_LR.py;EXSUDAT_GT_MAPPING;nicht genau definierbar, aus der Erfahrung heraus mäßige Exsudation;Mäßig
mappings_LR.py;EXSUDAT_GT_MAPPING;nicht klar, eher trübe Wunde könnte Geruch abgeben;Enthaltung / keine Angabe
mappings_LR.py;EXSUDAT_GT_MAPPING;nicht zu beschreiben;Enthaltung / keine Angabe
mappings_LR.py;EXSUDAT_GT_MAPPING;offenen stelle mäßig, geschlossene stelle kein bis wenig exsudat;Keine, Leicht
mappings_LR.py;EXSUDAT_GT_MAPPING;scheint mäßig zu sein;Mäßig
mappings_LR.py;EXSUDAT_GT_MAPPING;schwach;Leicht
mappings_LR.py;EXSUDAT_GT_MAPPING;schwach bin mäßig;Leicht, Mäßig
mappings_LR.py;EXSUDAT_GT_MAPPING;schwach bis mäßig;Leicht, Mäßig
mappings_LR.py;EXSUDAT_GT_MAPPING;schwach bis nicht vorhanden;Keine, Leicht
mappings_LR.py;EXSUDAT_GT_MAPPING;sehr gering;Leicht
mappings_LR.py;EXSUDAT_GT_MAPPING;stark;Stark
mappings_LR.py;EXSUDAT_GT_MAPPING;vermutlich gering;Leicht
mappings_LR.py;EXSUDAT_GT_MAPPING;vermutlich hoch;Stark
mappings_LR.py;EXSUDAT_GT_MAPPING;vermutlich hohe Exsudation;Stark
mappings_LR.py;EXSUDAT_GT_MAPPING;vermutlich kaum;Keine
mappings_LR.py;EXSUDAT_GT_MAPPING;vermutlich mittel;Mäßig
mappings_LR.py;EXSUDAT_GT_MAPPING;vermutlich mittelmässig;Mäßig
mappings_LR.py;EXSUDAT_GT_MAPPING;vermutlich mittelmäßig;Mäßig
mappings_LR.py;EXSUDAT_GT_MAPPING;vermutlich mässig;Mäßig
mappings_LR.py;EXSUDAT_GT_MAPPING;vermutlich mäßig;Mäßig
mappings_LR.py;EXSUDAT_GT_MAPPING;vermutlich starke Exsudation;Stark
mappings_LR.py;EXSUDAT_GT_MAPPING;vermutlich vorhanden, in welcher Menge ist nicht zu beurteilen;Enthaltung / keine Angabe
mappings_LR.py;EXSUDAT_GT_MAPPING;vermutlich wenig;Leicht
mappings_LR.py;EXSUDAT_GT_MAPPING;wahrscheinlich mittelmäßig vorhanden;Mäßig
mappings_LR.py;EXSUDAT_GT_MAPPING;warsch hoch bis sehr hoch,  klare exsudation;Stark
mappings_LR.py;LOKALISATION_GT_MAPPING;...stark exsudierendes, nekrotisch belegtes Ulcus mit grünlicher Verfärbung typisch für Pseudomonas aeruginosa.;Enthaltung / keine Angabe
mappings_LR.py;LOKALISATION_GT_MAPPING;?;Enthaltung / keine Angabe
mappings_LR.py;LOKALISATION_GT_MAPPING;???;Enthaltung / keine Angabe
mappings_LR.py;LOKALISATION_GT_MAPPING;Abdomen;Abdomen
mappings_LR.py;LOKALISATION_GT_MAPPING;Abdomen, links;Abdomen
mappings_LR.py;LOKALISATION_GT_MAPPING;Arm;Arm / Hand
mappings_LR.py;LOKALISATION_GT_MAPPING;Arm oder Bein??;Enthaltung / keine Angabe
mappings_LR.py;LOKALISATION_GT_MAPPING;Aussenseitig linke Fußsohle;Fuß
mappings_LR.py;LOKALISATION_GT_MAPPING;Außenknöchel links;Fuß
mappings_LR.py;LOKALISATION_GT_MAPPING;Bein;Bein
mappings_LR.py;LOKALISATION_GT_MAPPING;Bein nicht genau definierbar;Bein
mappings_LR.py;LOKALISATION_GT_MAPPING;Bein wo genau fraglich;Bein
mappings_LR.py;LOKALISATION_GT_MAPPING;Bein, Unterschenkel Richtung Fuß;Bein
mappings_LR.py;LOKALISATION_GT_MAPPING;Bein, evtl. links, Unterschenkel;Bein
mappings_LR.py;LOKALISATION_GT_MAPPING;Bein, evtl. rechts, Unterschenkel;Bein
mappings_LR.py;LOKALISATION_GT_MAPPING;Bein, genaue Definition nicht möglich;Bein
mappings_LR.py;LOKALISATION_GT_MAPPING;Bein, genauere Lokalisation nicht genau definierbar;Bein
mappings_LR.py;LOKALISATION_GT_MAPPING;Bein, wo genau nicht definierbar;Bein
mappings_LR.py;LOKALISATION_GT_MAPPING;Das Bild zeigt ein großflächiges venöses Ulcus cruris bei ausgeprägter chronisch venöser Stauung und Adipositas-assoziierter Belastung. Möglich, Oberschenkel links, Unterschenkel;Bein
mappings_LR.py;LOKALISATION_GT_MAPPING;Ferse;Fuß
mappings_LR.py;LOKALISATION_GT_MAPPING;Ferse, Achillessehne;Fuß
mappings_LR.py;LOKALISATION_GT_MAPPING;Ferse, linker Fuß;Fuß
mappings_LR.py;LOKALISATION_GT_MAPPING;Ferse, rechter Fuß;Fuß
mappings_LR.py;LOKALISATION_GT_MAPPING;"Ferse, scheint links zu sein:
gelblich-fibrinösem Belag
mäßiger Exsudation
gerötetem Wundrand";Fuß
mappings_LR.py;LOKALISATION_GT_MAPPING;Fuß lateral links;Fuß
mappings_LR.py;LOKALISATION_GT_MAPPING;Fuß links plantar;Fuß
mappings_LR.py;LOKALISATION_GT_MAPPING;Fuß links plantar  lateral;Fuß
mappings_LR.py;LOKALISATION_GT_MAPPING;Fuß rechts;Fuß
mappings_LR.py;LOKALISATION_GT_MAPPING;Fuß, Ferse links;Fuß
mappings_LR.py;LOKALISATION_GT_MAPPING;Fußrücken;Fuß
mappings_LR.py;LOKALISATION_GT_MAPPING;Fußrücken linker Fuß;Fuß
mappings_LR.py;LOKALISATION_GT_MAPPING;Fußrücken rechter Fuß;Fuß
mappings_LR.py;LOKALISATION_GT_MAPPING;Fußsohle Ferse;Fuß
mappings_LR.py;LOKALISATION_GT_MAPPING;Gesäß-/Sakralregion;Gesäß / Sakral
mappings_LR.py;LOKALISATION_GT_MAPPING;Gesäß-/perianale Region eines Säuglings;Gesäß / Sakral
mappings_LR.py;LOKALISATION_GT_MAPPING;Knöchelinnenseite;Fuß
mappings_LR.py;LOKALISATION_GT_MAPPING;Lokalisation: Fußrücken, lateraler Vorfuß sowie Zehenbereiche;Fuß
mappings_LR.py;LOKALISATION_GT_MAPPING;Lokalisation: Unterschenkelbereich;Bein
mappings_LR.py;LOKALISATION_GT_MAPPING;Lokalisation: Unterschenkelregion;Bein
mappings_LR.py;LOKALISATION_GT_MAPPING;Lokalisation: lateraler Mittelfuß/Knöchelbereich;Fuß
mappings_LR.py;LOKALISATION_GT_MAPPING;Lokalisation: lateraler Vor-/Mittelfuß;Fuß
mappings_LR.py;LOKALISATION_GT_MAPPING;Lokalisation: sakrogluteale/perianale Region beidseits;Gesäß / Sakral
mappings_LR.py;LOKALISATION_GT_MAPPING;Lokalisation: vermutlich Sakral-/Gesäßregion;Gesäß / Sakral
mappings_LR.py;LOKALISATION_GT_MAPPING;Oberarb Muskulus bizeps;Arm / Hand
mappings_LR.py;LOKALISATION_GT_MAPPING;Os Sacrum;Gesäß / Sakral
mappings_LR.py;LOKALISATION_GT_MAPPING;Rima Ani;Gesäß / Sakral
mappings_LR.py;LOKALISATION_GT_MAPPING;Sakralbereich;Gesäß / Sakral
mappings_LR.py;LOKALISATION_GT_MAPPING;Sakralbereich linke hälfte;Gesäß / Sakral
mappings_LR.py;LOKALISATION_GT_MAPPING;Sakraler Bereich;Gesäß / Sakral
mappings_LR.py;LOKALISATION_GT_MAPPING;Steiß;Gesäß / Sakral
mappings_LR.py;LOKALISATION_GT_MAPPING;Unterarm;Arm / Hand
mappings_LR.py;LOKALISATION_GT_MAPPING;Unterschenkel;Bein
